5,Perfect product!,iPhone 15 better than 16 ..
5,Perfect product!,I bought at 53k for my Father.. He really liked the phone. Best phone at this price range.Camera : 5/5Display : 5/5Battery : 4/5Performance : 5/5Only cons is that it still comes with 60Hz display and battery does not last long.
5,Best in the market!,SpeechlessSo BeautifulSo ElegantJust Looking Like Of Wow🥰😀😜I Upgrde iPhone 12 To IPhone 15
5,Mind-blowing purchase,Gud product
5,Must buy!,Good 👍 my 2nd i phone
4,Delightful,Just luking like a aww
5,Terrific purchase,Kidney to gyaOne kidney for i phoneAnd one for i phone accessories
5,Highly recommended,Good product (value for money) terms are not suitable for this type of product because a huge amount for any middle class Indian tex payer person ❤️
5,Highly recommended,Good product (value for money) terms are not suitable for this type of product because a huge amount for any middle class Indian tex payer person ❤️
5,Mind-blowing purchase,If you aree happy...... if you are feeling good......then nothing else matters😍🤗🙏
5,Simply awesome,Good over
5,Best in the market!,Camera quality is superb and battery backup also.
5,Terrific,Nice prod
5,Must buy!,Great camera quality 😍😍
5,Best in the market!,Awesome Phone with awesome camera. Updated from iphone 13 to 15 I love this.
5,Best in the market!,Beautiful camera and also updated features for iPhone 15.
5,Simply awesome,Happy 😊
5,Highly recommended,I love it
5,Just wow!,Camera is good
5,Just wow!,Camera is good
5,Super!,Super
5,Super!,"The product is good, the battery is decent and there are no heating issues as public mentioned before buying this.Sound quality is amazing and no need speakerDisplay and picture quality like theatre experience.Small screen but lot of wonders"
5,Awesome,Awsm 😍😍
5,Terrific,"Mind blowing purchase, I received the right item. Thank you Flipkart.If telling about iPhone its value for moneyGreat camera and video. 5/5Display 5/5Sound and heroics 5/5Overall good."
4,Nice product,Good phone but display 60 hz very slow in 2023
5,Simply awesome,You have to charge it 3 times atleast if you use it as a primary phoneOtherwise the phone is yoo
5,Awesome,Apple iPhone 15 blue 128GB GOOD MOBILE  phone Name Aarif khan Alwar Rajasthan Indian
4,Really Nice,Worth Varma
5,Wonderful,This is undoubtedly the best in the market! Feels premium and also the performance is at par excellence! A beast in terms of camera quality and battery backup!
5,Just okay,"After 4+ months.Cons:1. Still heats eats up a lot!!!2. Wifi connection is very poor in this model, it fails to connect most of the time automatically where I manually need to search and join the wifi and then again it automatically disconnects. I have an iPad air which works fine, maybe it's a range issue.3. My keyboard switches automatically from Microsoft SwiftKey to stock ios keyboard. Idk what's the issue??4. Need to switch to airplane mode after going out from the wifi range otherwi..."
3,Just okay,"After 4+ months.Cons:1. Still heats eats up a lot!!!2. Wifi connection is very poor in this model, it fails to connect most of the time automatically where I manually need to search and join the wifi and then again it automatically disconnects. I have an iPad air which works fine, maybe it's a range issue.3. My keyboard switches automatically from Microsoft SwiftKey to stock ios keyboard. Idk what's the issue??4. Need to switch to airplane mode after going out from the wifi range otherwi..."
3,Nice,Why the apple does not work on battery backupIts really worst. according to price battery backup is very bad you need to charge 2 times for a days.Even 6k 7k price phone gives awesome battery life.
5,Terrific purchase,"My Experience from January to till date was awesome, it gives you best performance in any features than other iPhones."
4,Wonderful,Its good but its bad in battery  condition and its has heating issue.This mobile is not for heavy mobile user likeThis is ok for professional person.This is for avarage mobile userWho have this mindset (brand and society remarks are important )So go for 🍎Otherwise there are lot of mobiles available with adavance thecnology and with comfortable and better user interface
3,Just okay,"To,Dear Flipkart Team, I hope this email finds you well. I am writing to bring to your attention an issue I encountered during my recent access to Urly on 25th September 2024 through my Plus membership. On the night of 25th September, I eagerly awaited the bigbillion sale and placed an order for an iPhone 15 using my HDFC credit card. However, despite multiple attempts, the order did not go through. I eventually made the full payment via Google Pay, but noticed discrepancies in the amount ch..."
3,Horrible,Mobile heats a lot and battery drain fast
